Symbol,TimeFrame,Date,Close,TR_Status,TR_Status_Enhanced,RS,Chaikin_AD
GOOGL,Weekly,2024-09-06,150.92,Neutral,Neutral 🔴EXIT,47.5,60.46511627906976
GOOGL,Weekly,2024-09-13,157.46,Neutral,Neutral 🔴EXIT,47.3,79.54545454545455
GOOGL,Weekly,2024-09-20,163.59,Neutral,Neutral 🔴EXIT,47.0,97.77777777777777
GOOGL,Weekly,2024-09-27,163.95,Neutral,Neutral 🔴EXIT,46.1,97.82608695652173
GOOGL,Weekly,2024-10-04,167.06,Neutral Buy,Neutral Buy ↑ 🔴EXIT,48.3,100.0
GOOGL,Weekly,2024-10-11,163.24,Neutral Sell,Neutral Sell ↓ 🔴EXIT,44.3,97.91666666666666
GOOGL,Weekly,2024-10-18,163.42,Neutral,Neutral 🔴EXIT,44.8,85.71428571428571
GOOGL,Weekly,2024-10-25,165.27,Neutral Buy,Neutral Buy ↑ 🔴EXIT,44.7,98.0
GOOGL,Weekly,2024-11-01,171.29,Neutral,Neutral 🔴EXIT,48.5,90.19607843137256
GOOGL,Weekly,2024-11-08,178.35,Strong Buy,Strong Buy ↑,37.3,100.0
GOOGL,Weekly,2024-11-15,172.49,Strong Buy,Strong Buy 🔴EXIT,48.2,80.76923076923077
GOOGL,Weekly,2024-11-22,164.76,Strong Buy,Strong Buy 🔴EXIT,40.6,55.769230769230774
GOOGL,Weekly,2024-11-29,168.95,Neutral,Neutral 🔴EXIT,44.0,65.38461538461539
GOOGL,Weekly,2024-12-06,174.71,Neutral,Neutral 🔴EXIT,48.0,76.92307692307693
GOOGL,Weekly,2024-12-13,189.82,Strong Buy,Strong Buy ↑ ✓ 🔵BUY,59.9,98.07692307692307
GOOGL,Weekly,2024-12-20,191.41,Strong Buy,Strong Buy ✓,60.1,86.53846153846155
GOOGL,Weekly,2024-12-27,192.76,Strong Buy,Strong Buy ✓,59.8,80.76923076923077
GOOGL,Weekly,2025-01-03,191.79,Strong Buy,Strong Buy ✓,60.5,86.53846153846155
GOOGL,Weekly,2025-01-10,192.04,Strong Buy,Strong Buy ✓,59.4,67.3076923076923
GOOGL,Weekly,2025-01-17,196.0,Strong Buy,Strong Buy ✓,58.2,90.38461538461539
GOOGL,Weekly,2025-01-24,200.21,Strong Buy,Strong Buy ✓,57.6,100.0
GOOGL,Weekly,2025-01-31,204.02,Strong Buy,Strong Buy,65.1,100.0
GOOGL,Weekly,2025-02-07,185.34,Strong Buy,Strong Buy ✓ 🔵BUY,52.0,78.84615384615384
GOOGL,Weekly,2025-02-14,185.23,Neutral Sell,Neutral Sell ↓ 🔴EXIT,55.5,78.84615384615384
GOOGL,Weekly,2025-02-21,179.66,Neutral,Neutral 🔴EXIT,53.4,51.92307692307693
GOOGL,Weekly,2025-02-28,170.28,Neutral,Neutral 🔴EXIT,49.6,25.0
GOOGL,Weekly,2025-03-07,173.86,Neutral,Neutral 🔴EXIT,59.2,51.92307692307693
GOOGL,Weekly,2025-03-14,165.49,Neutral,Neutral 🔴EXIT,52.4,65.38461538461539
GOOGL,Weekly,2025-03-21,163.99,Neutral,Neutral 🔴EXIT,48.2,94.23076923076923
GOOGL,Weekly,2025-03-28,154.33,Strong Sell,Strong Sell ↓ 🔴EXIT,43.7,44.230769230769226
GOOGL,Weekly,2025-04-04,145.6,Strong Sell,Strong Sell 🔴EXIT,45.3,7.6923076923076925
GOOGL,Weekly,2025-04-11,157.14,Strong Sell,Strong Sell 🔴EXIT,46.3,40.38461538461539
GOOGL,Weekly,2025-04-18,151.16,Strong Sell,Strong Sell 🔴EXIT,45.8,23.076923076923077
GOOGL,Weekly,2025-04-25,161.96,Strong Sell,Strong Sell 🔴EXIT,42.1,53.84615384615385
GOOGL,Weekly,2025-05-02,164.03,Strong Sell,Strong Sell 🔴EXIT,44.5,96.15384615384616
GOOGL,Weekly,2025-05-09,152.75,Strong Sell,Strong Sell 🔴EXIT,37.7,53.84615384615385
GOOGL,Weekly,2025-05-16,166.19,Neutral,Neutral 🔴EXIT,40.9,94.23076923076923
GOOGL,Weekly,2025-05-23,168.47,Neutral Buy,Neutral Buy ↑ 🔴EXIT,45.5,73.07692307692307
GOOGL,Weekly,2025-05-30,171.74,Neutral,Neutral 🔴EXIT,46.4,82.6923076923077
GOOGL,Weekly,2025-06-06,173.68,Neutral,Neutral 🔴EXIT,47.0,98.07692307692307
GOOGL,Weekly,2025-06-13,174.67,Neutral,Neutral 🔴EXIT,44.3,96.15384615384616
GOOGL,Weekly,2025-06-20,166.64,Neutral,Neutral 🔴EXIT,39.6,53.84615384615385
GOOGL,Weekly,2025-06-27,178.53,Neutral,Neutral 🔴EXIT,41.8,100.0
GOOGL,Weekly,2025-07-04,179.53,Strong Buy,Strong Buy ↑ 🔴EXIT,41.3,100.0
GOOGL,Weekly,2025-07-11,180.19,Strong Buy,Strong Buy 🔴EXIT,40.5,100.0
GOOGL,Weekly,2025-07-18,185.06,Strong Buy,Strong Buy 🔴EXIT,47.3,100.0
GOOGL,Weekly,2025-07-25,193.18,Strong Buy,Strong Buy,49.2,100.0
GOOGL,Weekly,2025-08-01,189.13,Strong Buy,Strong Buy 🔴EXIT,48.8,96.15384615384616
GOOGL,Weekly,2025-08-08,201.42,Strong Buy,Strong Buy ✓ 🔵BUY,60.8,98.07692307692307
GOOGL,Weekly,2025-08-15,203.9,Strong Buy,Strong Buy ✓,58.8,100.0
GOOGL,Weekly,2025-08-22,206.09,Strong Buy,Strong Buy ✓,58.2,100.0
GOOGL,Weekly,2025-08-29,212.91,Strong Buy,Strong Buy ✓,62.3,100.0
GOOGL,Weekly,2025-09-05,235.0,Strong Buy,Strong Buy,78.3,100.0
GOOGL,Weekly,2025-09-12,240.8,Strong Buy,Strong Buy,78.8,100.0
GOOGL,Weekly,2025-09-19,254.72,Strong Buy,Strong Buy,85.4,100.0
GOOGL,Weekly,2025-09-26,246.54,Strong Buy,Strong Buy,78.3,98.07692307692307
GOOGL,Weekly,2025-10-03,245.35,Strong Buy,Strong Buy,77.0,98.07692307692307
GOOGL,Weekly,2025-10-10,236.57,Strong Buy,Strong Buy,73.5,94.23076923076923
GOOGL,Weekly,2025-10-17,253.3,Strong Buy,Strong Buy,81.2,94.23076923076923
GOOGL,Weekly,2025-10-24,259.92,Strong Buy,Strong Buy,79.0,100.0
GOOGL,Weekly,2025-10-31,281.19,Strong Buy,Strong Buy,89.7,100.0
GOOGL,Weekly,2025-11-07,278.83,Strong Buy,Strong Buy,90.0,96.15384615384616
GOOGL,Weekly,2025-11-14,286.71,Strong Buy,Strong Buy,90.1,94.23076923076923
