Symbol,TimeFrame,Date,Close,TR_Status,TR_Status_Enhanced,RS,Chaikin_AD
META,Weekly,2024-07-12,498.87,Neutral,Neutral,49.5,60.0
META,Weekly,2024-07-19,476.79,Neutral Sell,Neutral Sell ↓ 🔴EXIT,49.7,58.333333333333336
META,Weekly,2024-07-26,465.7,Neutral,Neutral 🔴EXIT,50.2,54.054054054054056
META,Weekly,2024-08-02,488.14,Neutral,Neutral 🔴EXIT,49.5,50.0
META,Weekly,2024-08-09,517.77,Neutral Buy,Neutral Buy ↑,53.7,87.17948717948718
META,Weekly,2024-08-16,527.42,Neutral,Neutral,53.6,95.0
META,Weekly,2024-08-23,528.0,Neutral,Neutral,52.2,78.04878048780488
META,Weekly,2024-08-30,521.31,Neutral,Neutral,50.2,83.33333333333334
META,Weekly,2024-09-06,500.27,Neutral,Neutral,48.8,55.81395348837209
META,Weekly,2024-09-13,524.62,Neutral,Neutral,50.2,84.0909090909091
META,Weekly,2024-09-20,561.35,Strong Buy,Strong Buy ↑ ✓ 🔵BUY,53.1,100.0
META,Weekly,2024-09-27,567.36,Strong Buy,Strong Buy ✓,53.8,100.0
META,Weekly,2024-10-04,595.94,Strong Buy,Strong Buy,55.1,100.0
META,Weekly,2024-10-11,589.95,Strong Buy,Strong Buy,54.2,97.91666666666666
META,Weekly,2024-10-18,576.47,Strong Buy,Strong Buy ✓ 🔵BUY,53.7,95.91836734693877
META,Weekly,2024-10-25,573.25,Strong Buy,Strong Buy ✓,56.0,94.0
META,Weekly,2024-11-01,567.16,Neutral,Neutral,54.2,76.47058823529412
META,Weekly,2024-11-08,589.34,Neutral,Neutral,40.0,88.46153846153845
META,Weekly,2024-11-15,554.08,Neutral,Neutral 🔴EXIT,64.9,69.23076923076923
META,Weekly,2024-11-22,559.14,Neutral Sell,Neutral Sell ↓,63.5,67.3076923076923
META,Weekly,2024-11-29,574.32,Neutral Buy,Neutral Buy ↑,69.8,82.6923076923077
META,Weekly,2024-12-06,623.77,Neutral,Neutral,79.2,92.3076923076923
META,Weekly,2024-12-13,620.35,Strong Buy,Strong Buy ↑ ✓ 🔵BUY,79.4,88.46153846153845
META,Weekly,2024-12-20,585.25,Neutral,Neutral 🔴EXIT,69.5,51.92307692307693
META,Weekly,2024-12-27,599.81,Neutral,Neutral,70.5,51.92307692307693
META,Weekly,2025-01-03,604.63,Neutral,Neutral,69.6,71.15384615384616
META,Weekly,2025-01-10,615.86,Neutral,Neutral,72.0,73.07692307692307
META,Weekly,2025-01-17,612.77,Neutral,Neutral,69.7,82.6923076923077
META,Weekly,2025-01-24,647.49,Strong Buy,Strong Buy ↑ ✓ 🔵BUY,73.4,92.3076923076923
META,Weekly,2025-01-31,689.18,Strong Buy,Strong Buy,71.5,100.0
META,Weekly,2025-02-07,714.52,Strong Buy,Strong Buy,75.2,100.0
META,Weekly,2025-02-14,736.67,Strong Buy,Strong Buy,80.0,100.0
META,Weekly,2025-02-21,683.55,Strong Buy,Strong Buy,69.6,96.15384615384616
META,Weekly,2025-02-28,668.2,Strong Buy,Strong Buy 🔴EXIT,63.5,96.15384615384616
META,Weekly,2025-03-07,625.66,Neutral Sell,Neutral Sell ↓ 🔴EXIT,58.2,92.3076923076923
META,Weekly,2025-03-14,607.6,Neutral,Neutral 🔴EXIT,58.5,90.38461538461539
META,Weekly,2025-03-21,596.25,Neutral,Neutral 🔴EXIT,55.0,92.3076923076923
META,Weekly,2025-03-28,576.74,Neutral,Neutral 🔴EXIT,53.9,80.76923076923077
META,Weekly,2025-04-04,504.73,Neutral,Neutral 🔴EXIT,45.8,32.69230769230769
META,Weekly,2025-04-11,543.57,Neutral,Neutral 🔴EXIT,48.3,53.84615384615385
META,Weekly,2025-04-18,501.48,Strong Sell,Strong Sell ↓ 🔴EXIT,46.5,19.230769230769234
META,Weekly,2025-04-25,547.27,Strong Sell,Strong Sell 🔴EXIT,51.9,63.46153846153846
META,Weekly,2025-05-02,597.02,Strong Sell,Strong Sell 🔴EXIT,62.1,84.61538461538461
META,Weekly,2025-05-09,592.49,Neutral Buy,Neutral Buy ↑ 🔴EXIT,56.3,78.84615384615384
META,Weekly,2025-05-16,640.34,Neutral,Neutral 🔴EXIT,63.8,76.92307692307693
META,Weekly,2025-05-23,627.06,Neutral,Neutral 🔴EXIT,62.8,63.46153846153846
META,Weekly,2025-05-30,647.49,Strong Buy,Strong Buy ↑ 🔴EXIT,63.9,73.07692307692307
META,Weekly,2025-06-06,697.71,Strong Buy,Strong Buy,69.0,86.53846153846155
META,Weekly,2025-06-13,682.87,Strong Buy,Strong Buy,63.9,75.0
META,Weekly,2025-06-20,682.35,Strong Buy,Strong Buy,67.6,51.92307692307693
META,Weekly,2025-06-27,733.63,Strong Buy,Strong Buy ✓ 🔵BUY,70.4,78.84615384615384
META,Weekly,2025-07-04,719.01,Strong Buy,Strong Buy ✓,65.3,67.3076923076923
META,Weekly,2025-07-11,717.51,Strong Buy,Strong Buy ✓,66.9,51.92307692307693
META,Weekly,2025-07-18,704.28,Strong Buy,Strong Buy ✓,70.4,42.30769230769231
META,Weekly,2025-07-25,712.68,Strong Buy,Strong Buy ✓,66.5,42.30769230769231
META,Weekly,2025-08-01,750.01,Strong Buy,Strong Buy ✓,69.5,57.692307692307686
META,Weekly,2025-08-08,769.3,Strong Buy,Strong Buy ✓,69.3,53.84615384615385
META,Weekly,2025-08-15,785.23,Strong Buy,Strong Buy,67.7,65.38461538461539
META,Weekly,2025-08-22,754.79,Strong Buy,Strong Buy,64.1,69.23076923076923
META,Weekly,2025-08-29,738.7,Strong Buy,Strong Buy,59.2,40.38461538461539
META,Weekly,2025-09-05,752.45,Neutral,Neutral,64.2,59.61538461538461
META,Weekly,2025-09-12,755.59,Neutral,Neutral,61.5,59.61538461538461
META,Weekly,2025-09-19,778.38,Neutral,Neutral,62.3,75.0
META,Weekly,2025-09-26,743.75,Neutral,Neutral,54.5,46.15384615384615
META,Weekly,2025-10-03,710.56,Neutral Sell,Neutral Sell ↓ 🔴EXIT,51.4,13.461538461538462
META,Weekly,2025-10-10,705.3,Neutral,Neutral 🔴EXIT,52.1,3.8461538461538463
META,Weekly,2025-10-17,716.91,Neutral,Neutral 🔴EXIT,56.0,9.615384615384617
META,Weekly,2025-10-24,738.36,Neutral,Neutral,55.6,28.846153846153843
META,Weekly,2025-10-31,648.35,Neutral,Neutral 🔴EXIT,41.1,1.9230769230769231
META,Weekly,2025-11-07,621.71,Neutral,Neutral 🔴EXIT,37.8,1.9230769230769231
META,Weekly,2025-11-14,609.01,Strong Sell,Strong Sell ↓ 🔴EXIT,34.9,1.9230769230769231
