Symbol,TimeFrame,Date,Close,TR_Status,TR_Status_Enhanced,RS,Chaikin_AD
AMZN,Weekly,2024-09-13,186.49,Neutral Buy,Neutral Buy ↑,50.5,95.45454545454545
AMZN,Weekly,2024-09-20,191.6,Neutral,Neutral,50.6,100.0
AMZN,Weekly,2024-09-27,187.97,Neutral,Neutral,47.6,97.82608695652173
AMZN,Weekly,2024-10-04,186.51,Neutral,Neutral,47.3,97.87234042553192
AMZN,Weekly,2024-10-11,188.82,Strong Buy,Strong Buy ↑,45.1,100.0
AMZN,Weekly,2024-10-18,188.99,Strong Buy,Strong Buy,47.1,100.0
AMZN,Weekly,2024-10-25,187.83,Strong Buy,Strong Buy,47.0,100.0
AMZN,Weekly,2024-11-01,197.93,Strong Buy,Strong Buy ✓ 🔵BUY,52.9,100.0
AMZN,Weekly,2024-11-08,208.18,Strong Buy,Strong Buy ✓,41.6,100.0
AMZN,Weekly,2024-11-15,202.61,Strong Buy,Strong Buy ✓,57.3,96.15384615384616
AMZN,Weekly,2024-11-22,197.12,Strong Buy,Strong Buy ✓,52.3,94.23076923076923
AMZN,Weekly,2024-11-29,207.89,Strong Buy,Strong Buy ✓,56.9,94.23076923076923
AMZN,Weekly,2024-12-06,227.03,Strong Buy,Strong Buy,67.6,100.0
AMZN,Weekly,2024-12-13,227.46,Strong Buy,Strong Buy,67.2,98.07692307692307
AMZN,Weekly,2024-12-20,224.92,Strong Buy,Strong Buy,66.6,94.23076923076923
AMZN,Weekly,2024-12-27,223.75,Strong Buy,Strong Buy,64.4,92.3076923076923
AMZN,Weekly,2025-01-03,224.19,Strong Buy,Strong Buy,66.8,100.0
AMZN,Weekly,2025-01-10,218.94,Strong Buy,Strong Buy,62.6,90.38461538461539
AMZN,Weekly,2025-01-17,225.94,Neutral,Neutral,64.8,100.0
AMZN,Weekly,2025-01-24,234.85,Strong Buy,Strong Buy ↑,66.6,100.0
AMZN,Weekly,2025-01-31,237.68,Strong Buy,Strong Buy,67.1,100.0
AMZN,Weekly,2025-02-07,229.15,Strong Buy,Strong Buy,62.3,94.23076923076923
AMZN,Weekly,2025-02-14,228.68,Neutral,Neutral,62.1,82.6923076923077
AMZN,Weekly,2025-02-21,216.58,Neutral Sell,Neutral Sell ↓ 🔴EXIT,56.3,75.0
AMZN,Weekly,2025-02-28,212.28,Neutral,Neutral 🔴EXIT,51.9,76.92307692307693
AMZN,Weekly,2025-03-07,199.25,Neutral,Neutral 🔴EXIT,50.0,67.3076923076923
AMZN,Weekly,2025-03-14,197.95,Neutral,Neutral 🔴EXIT,50.5,71.15384615384616
AMZN,Weekly,2025-03-21,196.21,Neutral,Neutral 🔴EXIT,49.1,76.92307692307693
AMZN,Weekly,2025-03-28,192.72,Neutral,Neutral 🔴EXIT,48.3,61.53846153846154
AMZN,Weekly,2025-04-04,171.0,Strong Sell,Strong Sell ↓ 🔴EXIT,45.4,50.0
AMZN,Weekly,2025-04-11,184.87,Strong Sell,Strong Sell 🔴EXIT,46.7,59.61538461538461
AMZN,Weekly,2025-04-18,172.61,Strong Sell,Strong Sell 🔴EXIT,44.9,50.0
AMZN,Weekly,2025-04-25,188.99,Strong Sell,Strong Sell 🔴EXIT,45.5,63.46153846153846
AMZN,Weekly,2025-05-02,189.98,Strong Sell,Strong Sell 🔴EXIT,45.7,80.76923076923077
AMZN,Weekly,2025-05-09,193.06,Neutral,Neutral 🔴EXIT,45.7,94.23076923076923
AMZN,Weekly,2025-05-16,205.59,Neutral Buy,Neutral Buy ↑ 🔴EXIT,50.4,73.07692307692307
AMZN,Weekly,2025-05-23,200.99,Neutral,Neutral 🔴EXIT,51.6,69.23076923076923
AMZN,Weekly,2025-05-30,205.01,Neutral,Neutral 🔴EXIT,52.2,67.3076923076923
AMZN,Weekly,2025-06-06,213.57,Neutral,Neutral 🔴EXIT,53.2,90.38461538461539
AMZN,Weekly,2025-06-13,212.1,Strong Buy,Strong Buy ↑ 🔴EXIT,51.0,80.76923076923077
AMZN,Weekly,2025-06-20,209.69,Strong Buy,Strong Buy 🔴EXIT,50.0,55.769230769230774
AMZN,Weekly,2025-06-27,223.3,Strong Buy,Strong Buy,51.1,96.15384615384616
AMZN,Weekly,2025-07-04,223.41,Strong Buy,Strong Buy,51.1,98.07692307692307
AMZN,Weekly,2025-07-11,225.02,Strong Buy,Strong Buy,51.4,100.0
AMZN,Weekly,2025-07-18,226.13,Strong Buy,Strong Buy,57.1,100.0
AMZN,Weekly,2025-07-25,231.44,Strong Buy,Strong Buy ✓ 🔵BUY,53.7,100.0
AMZN,Weekly,2025-08-01,214.75,Strong Buy,Strong Buy 🔴EXIT,51.7,90.38461538461539
AMZN,Weekly,2025-08-08,222.69,Strong Buy,Strong Buy,56.9,94.23076923076923
AMZN,Weekly,2025-08-15,231.03,Strong Buy,Strong Buy ✓ 🔵BUY,55.5,98.07692307692307
AMZN,Weekly,2025-08-22,228.84,Strong Buy,Strong Buy ✓,55.1,100.0
AMZN,Weekly,2025-08-29,229.0,Strong Buy,Strong Buy ✓,54.5,98.07692307692307
AMZN,Weekly,2025-09-05,232.33,Strong Buy,Strong Buy ✓,59.1,100.0
AMZN,Weekly,2025-09-12,228.15,Strong Buy,Strong Buy ✓,51.1,90.38461538461539
AMZN,Weekly,2025-09-19,231.48,Strong Buy,Strong Buy ✓,51.7,86.53846153846155
AMZN,Weekly,2025-09-26,219.78,Neutral Sell,Neutral Sell ↓ 🔴EXIT,44.6,80.76923076923077
AMZN,Weekly,2025-10-03,219.51,Neutral,Neutral 🔴EXIT,48.3,75.0
AMZN,Weekly,2025-10-10,216.37,Neutral,Neutral 🔴EXIT,47.5,55.769230769230774
AMZN,Weekly,2025-10-17,213.04,Neutral,Neutral 🔴EXIT,46.1,32.69230769230769
AMZN,Weekly,2025-10-24,224.21,Neutral,Neutral,47.9,59.61538461538461
AMZN,Weekly,2025-10-31,244.22,Neutral Buy,Neutral Buy ↑,57.8,78.84615384615384
AMZN,Weekly,2025-11-07,244.41,Strong Buy,Strong Buy ✓ 🔵BUY,57.2,67.3076923076923
AMZN,Weekly,2025-11-14,244.2,Strong Buy,Strong Buy ✓,55.1,59.61538461538461
