Symbol,TimeFrame,Date,Close,TR_Status,TR_Status_Enhanced,RS,Chaikin_AD
HOOD,Weekly,2025-05-02,48.59,Neutral,Neutral * 🔴EXIT,99.0,98.07692307692307
HOOD,Weekly,2025-05-09,54.65,Neutral,Neutral * 🔴EXIT,99.0,100.0
HOOD,Weekly,2025-05-16,61.76,Strong Buy,Strong Buy ↑ *,99.0,100.0
HOOD,Weekly,2025-05-23,63.17,Strong Buy,Strong Buy *,99.0,98.07692307692307
HOOD,Weekly,2025-05-30,66.15,Strong Buy,Strong Buy ✓ * 🔵BUY,99.0,100.0
HOOD,Weekly,2025-06-06,74.88,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-06-13,72.6,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-06-20,78.5,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-06-27,83.03,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-07-04,94.4,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-07-11,98.34,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-07-18,109.74,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-07-25,104.85,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-08-01,99.9,Strong Buy,Strong Buy *,99.0,96.15384615384616
HOOD,Weekly,2025-08-08,114.63,Strong Buy,Strong Buy *,99.0,100.0
HOOD,Weekly,2025-08-15,114.17,Neutral,Neutral *,99.0,100.0
HOOD,Weekly,2025-08-22,109.32,Neutral,Neutral *,99.0,100.0
HOOD,Weekly,2025-08-29,104.03,Neutral,Neutral *,99.0,96.15384615384616
HOOD,Weekly,2025-09-05,101.25,Neutral,Neutral *,99.0,96.15384615384616
HOOD,Weekly,2025-09-12,115.03,Neutral,Neutral,99.0,90.38461538461539
HOOD,Weekly,2025-09-19,124.78,Neutral,Neutral *,99.0,100.0
HOOD,Weekly,2025-09-26,121.78,Neutral,Neutral *,99.0,98.07692307692307
HOOD,Weekly,2025-10-03,148.67,Strong Buy,Strong Buy ↑ *,99.0,100.0
HOOD,Weekly,2025-10-10,138.96,Strong Buy,Strong Buy *,99.0,96.15384615384616
HOOD,Weekly,2025-10-17,129.91,Neutral,Neutral 🔴EXIT,99.0,92.3076923076923
HOOD,Weekly,2025-10-24,139.79,Neutral,Neutral * 🔴EXIT,99.0,96.15384615384616
HOOD,Weekly,2025-10-31,146.78,Neutral,Neutral *,99.0,98.07692307692307
HOOD,Weekly,2025-11-07,130.36,Neutral,Neutral 🔴EXIT,99.0,92.3076923076923
HOOD,Weekly,2025-11-14,132.98,Neutral,Neutral 🔴EXIT,99.0,90.38461538461539
