Symbol,TimeFrame,Date,Close,TR_Status,TR_Status_Enhanced,RS,Chaikin_AD
TSLA,Weekly,2024-06-21,183.01,Neutral,Neutral,42.1,9.375
TSLA,Weekly,2024-06-28,197.88,Neutral,Neutral,46.1,27.27272727272727
TSLA,Weekly,2024-07-05,251.52,Neutral,Neutral,64.3,41.17647058823529
TSLA,Weekly,2024-07-12,248.23,Strong Buy,Strong Buy ↑,62.9,37.142857142857146
TSLA,Weekly,2024-07-19,239.2,Strong Buy,Strong Buy 🔴EXIT,66.6,25.0
TSLA,Weekly,2024-07-26,219.8,Strong Buy,Strong Buy 🔴EXIT,59.2,2.7027027027027026
TSLA,Weekly,2024-08-02,207.67,Strong Buy,Strong Buy 🔴EXIT,50.8,2.631578947368421
TSLA,Weekly,2024-08-09,200.0,Neutral Sell,Neutral Sell ↓ 🔴EXIT,49.6,5.128205128205128
TSLA,Weekly,2024-08-16,216.12,Neutral Buy,Neutral Buy ↑ 🔴EXIT,50.9,10.0
TSLA,Weekly,2024-08-23,220.32,Neutral,Neutral 🔴EXIT,53.2,14.634146341463413
TSLA,Weekly,2024-08-30,214.11,Strong Buy,Strong Buy ↑ 🔴EXIT,51.5,23.809523809523807
TSLA,Weekly,2024-09-06,210.73,Neutral,Neutral 🔴EXIT,58.1,6.976744186046512
TSLA,Weekly,2024-09-13,230.29,Strong Buy,Strong Buy ↑ 🔴EXIT,62.9,18.181818181818183
TSLA,Weekly,2024-09-20,238.25,Strong Buy,Strong Buy 🔴EXIT,62.5,37.77777777777778
TSLA,Weekly,2024-09-27,260.46,Strong Buy,Strong Buy ✓ 🔵BUY,66.2,45.65217391304348
TSLA,Weekly,2024-10-04,250.08,Strong Buy,Strong Buy,60.5,44.680851063829785
TSLA,Weekly,2024-10-11,217.8,Strong Buy,Strong Buy 🔴EXIT,47.1,31.25
TSLA,Weekly,2024-10-18,220.7,Neutral Sell,Neutral Sell ↓ 🔴EXIT,52.0,38.775510204081634
TSLA,Weekly,2024-10-25,269.19,Neutral Buy,Neutral Buy ↑,62.3,56.00000000000001
TSLA,Weekly,2024-11-01,248.98,Strong Buy,Strong Buy 🔴EXIT,58.1,45.09803921568628
TSLA,Weekly,2024-11-08,321.22,Strong Buy,Strong Buy,71.6,61.53846153846154
TSLA,Weekly,2024-11-15,320.72,Strong Buy,Strong Buy,84.3,51.92307692307693
TSLA,Weekly,2024-11-22,352.56,Strong Buy,Strong Buy,90.2,61.53846153846154
TSLA,Weekly,2024-11-29,345.16,Strong Buy,Strong Buy,88.4,63.46153846153846
TSLA,Weekly,2024-12-06,389.22,Strong Buy,Strong Buy,99.0,78.84615384615384
TSLA,Weekly,2024-12-13,436.23,Strong Buy,Strong Buy,99.0,84.61538461538461
TSLA,Weekly,2024-12-20,421.06,Strong Buy,Strong Buy,99.0,73.07692307692307
TSLA,Weekly,2024-12-27,431.66,Strong Buy,Strong Buy 🔴EXIT,99.0,67.3076923076923
TSLA,Weekly,2025-01-03,410.44,Strong Buy,Strong Buy 🔴EXIT,93.9,78.84615384615384
TSLA,Weekly,2025-01-10,394.74,Neutral,Neutral 🔴EXIT,98.5,69.23076923076923
TSLA,Weekly,2025-01-17,426.5,Neutral,Neutral 🔴EXIT,99.0,88.46153846153845
TSLA,Weekly,2025-01-24,406.58,Neutral,Neutral 🔴EXIT,99.0,69.23076923076923
TSLA,Weekly,2025-01-31,404.6,Neutral,Neutral 🔴EXIT,99.0,75.0
TSLA,Weekly,2025-02-07,361.62,Neutral Sell,Neutral Sell ↓ 🔴EXIT,90.5,55.769230769230774
TSLA,Weekly,2025-02-14,355.84,Neutral,Neutral 🔴EXIT,82.1,73.07692307692307
TSLA,Weekly,2025-02-21,337.8,Neutral,Neutral 🔴EXIT,78.3,63.46153846153846
TSLA,Weekly,2025-02-28,292.98,Neutral,Neutral 🔴EXIT,58.7,50.0
TSLA,Weekly,2025-03-07,262.67,Neutral,Neutral 🔴EXIT,59.1,38.46153846153847
TSLA,Weekly,2025-03-14,249.98,Neutral,Neutral 🔴EXIT,57.4,73.07692307692307
TSLA,Weekly,2025-03-21,248.71,Neutral,Neutral 🔴EXIT,54.7,98.07692307692307
TSLA,Weekly,2025-03-28,263.55,Strong Sell,Strong Sell ↓ 🔴EXIT,59.9,75.0
TSLA,Weekly,2025-04-04,239.43,Strong Sell,Strong Sell 🔴EXIT,64.5,36.53846153846153
TSLA,Weekly,2025-04-11,252.31,Strong Sell,Strong Sell 🔴EXIT,66.6,48.07692307692308
TSLA,Weekly,2025-04-18,241.37,Strong Sell,Strong Sell 🔴EXIT,71.9,42.30769230769231
TSLA,Weekly,2025-04-25,284.95,Strong Sell,Strong Sell 🔴EXIT,71.6,73.07692307692307
TSLA,Weekly,2025-05-02,287.21,Strong Sell,Strong Sell 🔴EXIT,71.6,92.3076923076923
TSLA,Weekly,2025-05-09,298.26,Neutral Buy,Neutral Buy ↑ 🔴EXIT,77.1,96.15384615384616
TSLA,Weekly,2025-05-16,349.98,Neutral,Neutral 🔴EXIT,92.3,100.0
TSLA,Weekly,2025-05-23,339.34,Neutral,Neutral 🔴EXIT,85.1,98.07692307692307
TSLA,Weekly,2025-05-30,346.46,Strong Buy,Strong Buy ↑ 🔴EXIT,90.0,90.38461538461539
TSLA,Weekly,2025-06-06,295.14,Strong Buy,Strong Buy 🔴EXIT,68.1,73.07692307692307
TSLA,Weekly,2025-06-13,325.31,Strong Buy,Strong Buy 🔴EXIT,76.3,94.23076923076923
TSLA,Weekly,2025-06-20,322.16,Strong Buy,Strong Buy 🔴EXIT,74.9,86.53846153846155
TSLA,Weekly,2025-06-27,323.63,Strong Buy,Strong Buy 🔴EXIT,63.4,57.692307692307686
TSLA,Weekly,2025-07-04,315.35,Strong Buy,Strong Buy 🔴EXIT,52.6,76.92307692307693
TSLA,Weekly,2025-07-11,313.51,Strong Buy,Strong Buy 🔴EXIT,49.5,94.23076923076923
TSLA,Weekly,2025-07-18,329.65,Strong Buy,Strong Buy 🔴EXIT,58.2,100.0
TSLA,Weekly,2025-07-25,316.06,Strong Buy,Strong Buy 🔴EXIT,52.9,96.15384615384616
TSLA,Weekly,2025-08-01,302.63,Neutral Sell,Neutral Sell ↓ 🔴EXIT,54.1,88.46153846153845
TSLA,Weekly,2025-08-08,329.65,Neutral Buy,Neutral Buy ↑ 🔴EXIT,68.3,94.23076923076923
TSLA,Weekly,2025-08-15,330.56,Strong Buy,Strong Buy 🔴EXIT,58.9,84.61538461538461
TSLA,Weekly,2025-08-22,340.01,Strong Buy,Strong Buy,63.0,94.23076923076923
TSLA,Weekly,2025-08-29,333.87,Strong Buy,Strong Buy 🔴EXIT,64.3,84.61538461538461
TSLA,Weekly,2025-09-05,350.84,Strong Buy,Strong Buy ✓ 🔵BUY,77.0,88.46153846153845
TSLA,Weekly,2025-09-12,395.94,Strong Buy,Strong Buy,85.9,100.0
TSLA,Weekly,2025-09-19,426.07,Strong Buy,Strong Buy,93.9,100.0
TSLA,Weekly,2025-09-26,440.4,Strong Buy,Strong Buy,89.8,100.0
TSLA,Weekly,2025-10-03,429.83,Strong Buy,Strong Buy,92.5,98.07692307692307
TSLA,Weekly,2025-10-10,413.49,Strong Buy,Strong Buy,95.1,92.3076923076923
TSLA,Weekly,2025-10-17,439.31,Strong Buy,Strong Buy,99.0,94.23076923076923
TSLA,Weekly,2025-10-24,433.72,Strong Buy,Strong Buy,78.1,94.23076923076923
TSLA,Weekly,2025-10-31,456.56,Strong Buy,Strong Buy,93.6,98.07692307692307
TSLA,Weekly,2025-11-07,429.52,Strong Buy,Strong Buy,69.3,88.46153846153845
TSLA,Weekly,2025-11-14,430.6,Neutral,Neutral,62.8,82.6923076923077
